student_id,name,age,plan,enrollment_months,weekly_frequency,days_since_last_visit,overdue_payments,overdue_days,plan_price,last_visit,enrollment_date,churn_probability,churn,risk_level
MOV-1106,André Souza,30,Platinum,27,1,13,0,0,129.9,01/04/2026,25/01/2024,0.9439987313319134,1,alto
MOV-1107,Rafaela Costa,18,Platinum,1,3,7,0,0,129.9,07/04/2026,15/03/2026,0.5182640210126732,1,medio
MOV-1108,Fernanda Gomes,28,Platinum,5,3,5,0,0,129.9,09/04/2026,15/11/2025,0.3508140025378472,0,baixo
MOV-1109,Fernanda Oliveira,46,Platinum,7,1,7,1,10,129.9,07/04/2026,16/09/2025,0.6078156070758698,1,medio
MOV-1110,Yasmin Nascimento,42,Basic Fit,4,1,1,0,0,79.9,13/04/2026,15/12/2025,0.49277353720617284,0,medio
MOV-1111,Igor Gomes,34,Platinum,15,5,1,0,0,129.9,13/04/2026,19/01/2025,0.26335509391035,0,baixo
MOV-1112,Pedro Pereira,28,Platinum,29,2,1,0,0,129.9,13/04/2026,26/11/2023,0.23744441488795784,0,baixo
MOV-1113,Carlos Rocha,31,Platinum,6,3,4,0,0,129.9,10/04/2026,16/10/2025,0.28611326855355684,0,baixo
MOV-1114,Felipe Carvalho,28,Basic Fit,34,3,4,0,0,79.9,10/04/2026,29/06/2023,0.19312233100006265,0,baixo
MOV-1115,Carlos Almeida,43,Black VIP,8,3,1,0,0,189.9,13/04/2026,17/08/2025,0.20183011378684396,0,baixo
MOV-1116,Larissa Rocha,23,Platinum,8,6,2,0,0,129.9,12/04/2026,17/08/2025,0.30150813891715095,0,baixo
MOV-1117,Thiago Gomes,41,Platinum,11,1,5,0,0,129.9,09/04/2026,19/05/2025,0.5414097785352605,1,medio
MOV-1118,Bianca Silva,26,Platinum,3,2,1,1,1,129.9,13/04/2026,14/01/2026,0.568167902343582,1,medio
MOV-1119,William Araújo,45,Platinum,5,4,0,0,0,129.9,14/04/2026,15/11/2025,0.3190511280832003,0,baixo
MOV-1120,Bruno Almeida,36,Basic Fit,9,2,1,1,13,79.9,13/04/2026,18/07/2025,0.525941394949909,1,medio
MOV-1121,Fernanda Pereira,24,Basic Fit,34,5,0,0,0,79.9,14/04/2026,29/06/2023,0.18029203842683206,0,baixo
MOV-1122,Bruno Martins,28,Platinum,12,2,4,0,0,129.9,10/04/2026,19/04/2025,0.3947335316586376,0,baixo
MOV-1123,Rafaela Ribeiro,39,Platinum,4,2,0,0,0,129.9,14/04/2026,15/12/2025,0.42929070923104784,0,medio
MOV-1124,Juliana Oliveira,27,Platinum,1,5,10,1,1,129.9,04/04/2026,15/03/2026,0.6655254865850389,1,medio
MOV-1125,Rafaela Ferreira,32,Platinum,47,2,0,0,0,129.9,14/04/2026,04/06/2022,0.21681521741023402,0,baixo
MOV-1126,Bruno Martins,26,Platinum,8,3,4,0,0,129.9,10/04/2026,17/08/2025,0.29593337089303684,0,baixo
MOV-1127,Vanessa Oliveira,49,Black VIP,33,4,13,1,19,189.9,01/04/2026,29/07/2023,0.5255978593476321,1,medio
MOV-1128,Fernanda Almeida,51,Basic Fit,9,6,0,0,0,79.9,14/04/2026,18/07/2025,0.07686150128827665,0,baixo
MOV-1129,Eduardo Oliveira,46,Platinum,11,2,2,0,0,129.9,12/04/2026,19/05/2025,0.28742749434524373,0,baixo
MOV-1130,Vanessa Lima,30,Basic Fit,14,5,1,0,0,79.9,13/04/2026,18/02/2025,0.3625269665462181,0,baixo
MOV-1131,Thiago Almeida,27,Black VIP,4,7,2,0,0,189.9,12/04/2026,15/12/2025,0.21017228398204885,0,baixo
MOV-1132,Daniela Carvalho,24,Platinum,14,4,4,0,0,129.9,10/04/2026,18/02/2025,0.27703491763711213,0,baixo
MOV-1133,Lucas Mendes,47,Black VIP,8,4,1,0,0,189.9,13/04/2026,17/08/2025,0.05115391622773055,0,baixo
MOV-1134,Ricardo Souza,41,Basic Fit,13,7,0,0,0,79.9,14/04/2026,20/03/2025,0.21185817004234797,0,baixo
MOV-1135,Rafaela Barbosa,41,Platinum,21,4,16,0,0,129.9,29/03/2026,23/07/2024,0.8045863740062714,1,alto
MOV-1136,Mariana Pereira,29,Basic Fit,2,2,6,0,0,79.9,08/04/2026,13/02/2026,0.5059346577508655,1,medio
MOV-1137,Pedro Pereira,16,Basic Fit,11,3,0,0,0,79.9,14/04/2026,19/05/2025,0.28851902345002683,0,baixo
MOV-1138,Ricardo Mendes,16,Basic Fit,1,2,3,1,15,79.9,11/04/2026,15/03/2026,0.5449461139049934,1,medio
MOV-1139,Thiago Carvalho,32,Basic Fit,1,3,0,0,0,79.9,14/04/2026,15/03/2026,0.1977192043362151,0,baixo
MOV-1140,Felipe Costa,26,Basic Fit,13,3,0,0,0,79.9,14/04/2026,20/03/2025,0.30087112843992764,0,baixo
MOV-1141,Lucas Gomes,25,Basic Fit,1,2,0,0,0,79.9,14/04/2026,15/03/2026,0.38656133924635744,0,baixo
MOV-1142,Thiago Costa,35,Platinum,10,2,7,1,10,129.9,07/04/2026,18/06/2025,0.6522640847538544,1,medio
MOV-1143,João Nascimento,42,Basic Fit,2,0,2,0,0,79.9,12/04/2026,13/02/2026,0.6064367048784078,1,medio
MOV-1144,Letícia Gomes,24,Basic Fit,4,3,9,0,0,79.9,05/04/2026,15/12/2025,0.38952527752412286,0,baixo
MOV-1145,Ana Ribeiro,18,Platinum,1,1,1,1,20,129.9,13/04/2026,15/03/2026,0.6738025304203569,1,medio
MOV-1146,André Costa,25,Basic Fit,3,5,7,0,0,79.9,07/04/2026,14/01/2026,0.39835326965233137,0,baixo
MOV-1147,Vanessa Dias,21,Black VIP,20,4,0,0,0,189.9,14/04/2026,22/08/2024,0.23368746071274563,0,baixo
MOV-1148,Rafaela Carvalho,37,Platinum,12,3,5,0,0,129.9,09/04/2026,19/04/2025,0.24476434831025629,0,baixo
MOV-1149,Bianca Santos,31,Black VIP,35,3,2,0,0,189.9,12/04/2026,30/05/2023,0.16695659060137225,0,baixo
MOV-1150,Helena Mendes,50,Black VIP,1,3,1,0,0,189.9,13/04/2026,15/03/2026,0.0874172630659088,0,baixo
MOV-1151,Juliana Costa,39,Basic Fit,18,3,8,1,4,79.9,06/04/2026,21/10/2024,0.5183298665243327,1,medio
MOV-1152,Natália Barbosa,50,Basic Fit,14,2,0,0,0,79.9,14/04/2026,18/02/2025,0.2370379224795252,0,baixo
MOV-1153,Ana Araújo,17,Basic Fit,3,4,14,0,0,79.9,31/03/2026,14/01/2026,0.7239357864386946,1,alto
MOV-1154,Pedro Costa,16,Basic Fit,15,0,7,1,8,79.9,07/04/2026,19/01/2025,0.7921051772590673,1,alto
MOV-1155,Larissa Pereira,34,Platinum,15,0,2,1,1,129.9,12/04/2026,19/01/2025,0.5665931063896406,1,medio
MOV-1156,Gabriel Almeida,33,Black VIP,7,1,23,0,0,189.9,22/03/2026,16/09/2025,0.939894658581883,1,alto
MOV-1157,Juliana Rocha,30,Platinum,14,3,1,0,0,129.9,13/04/2026,18/02/2025,0.25191811148318133,0,baixo
MOV-1158,Pedro Rocha,32,Basic Fit,7,2,2,0,0,79.9,12/04/2026,16/09/2025,0.3680885531250011,0,baixo
MOV-1159,Isabela Araújo,20,Black VIP,4,3,10,0,0,189.9,04/04/2026,15/12/2025,0.3258956898277207,0,baixo
MOV-1160,Juliana Alencar,37,Basic Fit,7,3,28,0,0,79.9,17/03/2026,16/09/2025,0.7375046563935073,1,alto
MOV-1161,Isabela Costa,39,Basic Fit,27,5,1,0,0,79.9,13/04/2026,25/01/2024,0.19437434500556255,0,baixo
MOV-1162,Camila Costa,20,Basic Fit,5,6,6,0,0,79.9,08/04/2026,15/11/2025,0.44575345414057205,0,medio
MOV-1163,Letícia Rocha,28,Platinum,6,6,1,0,0,129.9,13/04/2026,16/10/2025,0.37028784295192785,0,baixo
MOV-1164,Letícia Silva,29,Platinum,11,2,7,0,0,129.9,07/04/2026,19/05/2025,0.524926238216806,1,medio
MOV-1165,Mariana Nascimento,25,Basic Fit,16,3,0,0,0,79.9,14/04/2026,20/12/2024,0.37971972469280185,0,baixo
MOV-1166,Juliana Carvalho,20,Basic Fit,15,4,2,0,0,79.9,12/04/2026,19/01/2025,0.22917837160398843,0,baixo
MOV-1167,Mateus Nascimento,32,Platinum,1,4,0,0,0,129.9,14/04/2026,15/03/2026,0.35953224335136474,0,baixo
MOV-1168,Ricardo Ferreira,34,Basic Fit,13,6,3,0,0,79.9,11/04/2026,20/03/2025,0.3492500564366221,0,baixo
MOV-1169,Larissa Ferreira,25,Basic Fit,7,2,6,0,0,79.9,08/04/2026,16/09/2025,0.5847143125629753,1,medio
MOV-1170,Thiago Alencar,21,Black VIP,8,0,2,1,66,189.9,12/04/2026,17/08/2025,0.7767528500660211,1,alto
MOV-1171,Isabela Alencar,36,Black VIP,9,2,4,0,0,189.9,10/04/2026,18/07/2025,0.1732282968224761,0,baixo
MOV-1172,Helena Mendes,24,Platinum,15,2,4,0,0,129.9,10/04/2026,19/01/2025,0.27618626937259133,0,baixo
MOV-1173,William Lima,28,Platinum,21,3,1,0,0,129.9,13/04/2026,23/07/2024,0.30284482012373537,0,baixo
MOV-1174,Daniela Barbosa,27,Basic Fit,12,5,3,0,0,79.9,11/04/2026,19/04/2025,0.19535635869231338,0,baixo
MOV-1175,Isabela Gomes,44,Black VIP,9,4,0,0,0,189.9,14/04/2026,18/07/2025,0.1200820226092364,0,baixo
MOV-1176,Daniela Rocha,24,Basic Fit,5,7,3,1,1,79.9,11/04/2026,15/11/2025,0.43841162995480476,0,medio
MOV-1177,Juliana Barbosa,49,Basic Fit,1,3,3,0,0,79.9,11/04/2026,15/03/2026,0.12535359605269375,0,baixo
MOV-1178,Diego Costa,39,Platinum,38,1,0,1,1,129.9,14/04/2026,01/03/2023,0.45912566749048156,0,medio
MOV-1179,Juliana Silva,50,Platinum,7,1,3,0,0,129.9,11/04/2026,16/09/2025,0.31882347907105807,0,baixo
MOV-1180,Ricardo Barbosa,38,Platinum,10,1,6,0,0,129.9,08/04/2026,18/06/2025,0.6874482627628623,1,medio
MOV-1181,Eduardo Carvalho,29,Black VIP,16,6,3,1,10,189.9,11/04/2026,20/12/2024,0.3939899140568286,0,baixo
MOV-1182,William Santos,22,Platinum,1,1,5,0,0,129.9,09/04/2026,15/03/2026,0.5369975689691482,1,medio
MOV-1183,Mariana Oliveira,28,Basic Fit,23,5,3,1,7,79.9,11/04/2026,24/05/2024,0.4264309374762251,0,medio
MOV-1184,Carlos Araújo,46,Platinum,19,2,7,0,0,129.9,07/04/2026,21/09/2024,0.44007135740391967,0,medio
MOV-1185,Letícia Mendes,31,Platinum,17,6,3,1,11,129.9,11/04/2026,20/11/2024,0.5410018416001101,1,medio
MOV-1186,Eduardo Carvalho,38,Platinum,1,1,2,1,27,129.9,12/04/2026,15/03/2026,0.6596837980846267,1,medio
MOV-1187,Bruno Rocha,34,Platinum,8,3,8,0,0,129.9,06/04/2026,17/08/2025,0.42690044096678315,0,medio
MOV-1188,Lucas Alencar,34,Platinum,1,7,0,0,0,129.9,14/04/2026,15/03/2026,0.29813265015140994,0,baixo
MOV-1189,Igor Ribeiro,34,Basic Fit,9,2,1,0,0,79.9,13/04/2026,18/07/2025,0.31759650639425285,0,baixo
MOV-1190,Pedro Oliveira,36,Black VIP,15,3,4,1,2,189.9,10/04/2026,19/01/2025,0.35271518932752,0,baixo
MOV-1191,Bruno Rocha,23,Basic Fit,1,2,9,0,0,79.9,05/04/2026,15/03/2026,0.5606624657622529,1,medio
MOV-1192,João Barbosa,29,Black VIP,14,3,0,1,15,189.9,14/04/2026,18/02/2025,0.3876738395826468,0,baixo
MOV-1193,Bruno Alencar,35,Basic Fit,7,5,0,0,0,79.9,14/04/2026,16/09/2025,0.32475362818540027,0,baixo
MOV-1194,Letícia Rocha,33,Basic Fit,20,3,1,0,0,79.9,13/04/2026,22/08/2024,0.21890224188227653,0,baixo
MOV-1195,Igor Araújo,27,Platinum,9,2,2,0,0,129.9,12/04/2026,18/07/2025,0.41476531900646346,0,medio
MOV-1196,Lucas Rocha,36,Black VIP,4,6,9,0,0,189.9,05/04/2026,15/12/2025,0.3425572929088616,0,baixo
MOV-1197,Isabela Ribeiro,24,Platinum,4,1,15,0,0,129.9,30/03/2026,15/12/2025,0.9387661010064466,1,alto
MOV-1198,Diego Costa,19,Basic Fit,27,3,0,0,0,79.9,14/04/2026,25/01/2024,0.1635860433006564,0,baixo
MOV-1199,Larissa Souza,34,Basic Fit,7,1,0,0,0,79.9,14/04/2026,16/09/2025,0.5755469423017792,1,medio
MOV-1200,Juliana Rocha,20,Platinum,6,5,10,0,0,129.9,04/04/2026,16/10/2025,0.38373357105228745,0,baixo
MOV-1201,Pedro Ribeiro,34,Platinum,1,3,0,1,1,129.9,14/04/2026,15/03/2026,0.4448769198120217,0,medio
MOV-1202,Daniela Martins,16,Basic Fit,5,2,2,0,0,79.9,12/04/2026,15/11/2025,0.3140396684245204,0,baixo
MOV-1203,Eduardo Silva,24,Basic Fit,22,4,1,0,0,79.9,13/04/2026,23/06/2024,0.3482993886842741,0,baixo
MOV-1204,Daniela Santos,28,Basic Fit,17,7,1,1,23,79.9,13/04/2026,20/11/2024,0.45643106863808613,0,medio
MOV-1205,Igor Martins,16,Basic Fit,2,2,1,0,0,79.9,13/04/2026,13/02/2026,0.3250347748563487,0,baixo
MOV-1206,Carlos Souza,28,Platinum,6,0,2,0,0,129.9,12/04/2026,16/10/2025,0.5039800142814921,1,medio
MOV-1207,Igor Rocha,43,Basic Fit,2,2,4,0,0,79.9,10/04/2026,13/02/2026,0.3386216506506175,0,baixo
MOV-1208,Daniela Nascimento,19,Basic Fit,37,2,4,0,0,79.9,10/04/2026,31/03/2023,0.3217218136155857,0,baixo
MOV-1209,William Oliveira,28,Basic Fit,10,4,3,0,0,79.9,11/04/2026,18/06/2025,0.4014895510005628,0,medio
MOV-1210,Bianca Lima,49,Platinum,16,1,9,0,0,129.9,05/04/2026,20/12/2024,0.4335739557504912,0,medio
MOV-1211,Mariana Martins,21,Platinum,15,3,9,0,0,129.9,05/04/2026,19/01/2025,0.5200367674111728,1,medio
MOV-1212,Fernanda Martins,45,Platinum,24,2,1,0,0,129.9,13/04/2026,24/04/2024,0.4411172775458409,0,medio
MOV-1213,Yasmin Santos,29,Platinum,35,5,3,0,0,129.9,11/04/2026,30/05/2023,0.18352483246168494,0,baixo
MOV-1214,Letícia Almeida,33,Platinum,1,4,7,0,0,129.9,07/04/2026,15/03/2026,0.4856627339952461,0,medio
MOV-1215,André Santos,44,Basic Fit,44,4,10,0,0,79.9,04/04/2026,02/09/2022,0.36223686035484637,0,baixo
MOV-1216,Letícia Souza,27,Platinum,24,0,1,0,0,129.9,13/04/2026,24/04/2024,0.4978608478851465,0,medio
MOV-1217,Ana Almeida,38,Black VIP,5,6,3,0,0,189.9,11/04/2026,15/11/2025,0.1956911252356477,0,baixo
MOV-1218,Ana Souza,40,Basic Fit,21,1,3,0,0,79.9,11/04/2026,23/07/2024,0.5350437387494217,1,medio
MOV-1219,William Santos,25,Basic Fit,16,5,6,0,0,79.9,08/04/2026,20/12/2024,0.42367473282752927,0,medio
MOV-1220,Ana Dias,24,Platinum,18,7,2,1,25,129.9,12/04/2026,21/10/2024,0.49988724245093114,0,medio
MOV-1221,Helena Almeida,29,Platinum,2,4,1,0,0,129.9,13/04/2026,13/02/2026,0.2569705687430167,0,baixo
MOV-1222,Larissa Costa,30,Basic Fit,12,7,6,1,7,79.9,08/04/2026,19/04/2025,0.7044735935063334,1,alto
MOV-1223,Eduardo Nascimento,21,Basic Fit,1,4,2,0,0,79.9,12/04/2026,15/03/2026,0.2431132106899239,0,baixo
MOV-1224,André Carvalho,25,Platinum,22,2,0,1,2,129.9,14/04/2026,23/06/2024,0.6715527165651377,1,medio
MOV-1225,Felipe Mendes,16,Black VIP,36,7,13,0,0,189.9,01/04/2026,30/04/2023,0.5523729257269219,1,medio
MOV-1226,Juliana Mendes,28,Platinum,13,4,0,0,0,129.9,14/04/2026,20/03/2025,0.3388967179547626,0,baixo
MOV-1227,Mariana Araújo,40,Basic Fit,8,1,0,0,0,79.9,14/04/2026,17/08/2025,0.5493528749818528,1,medio
MOV-1228,Vanessa Almeida,16,Platinum,15,4,8,0,0,129.9,06/04/2026,19/01/2025,0.45908139770734574,0,medio
MOV-1229,Helena Dias,27,Platinum,4,3,2,0,0,129.9,12/04/2026,15/12/2025,0.356221286656828,0,baixo
MOV-1230,Bruno Mendes,56,Platinum,11,2,1,0,0,129.9,13/04/2026,19/05/2025,0.19990677077994753,0,baixo
MOV-1231,Natália Nascimento,31,Basic Fit,15,6,4,0,0,79.9,10/04/2026,19/01/2025,0.23855339092901068,0,baixo
MOV-1232,Ricardo Gomes,45,Platinum,1,1,0,0,0,129.9,14/04/2026,15/03/2026,0.502580188988774,1,medio
MOV-1233,Helena Lima,21,Platinum,1,3,1,0,0,129.9,13/04/2026,15/03/2026,0.3386668807549026,0,baixo
MOV-1234,Camila Martins,36,Basic Fit,15,7,0,0,0,79.9,14/04/2026,19/01/2025,0.27083716296596505,0,baixo
MOV-1235,Isabela Almeida,20,Platinum,6,3,1,1,24,129.9,13/04/2026,16/10/2025,0.4643182202838082,0,medio
MOV-1236,Carlos Dias,36,Platinum,26,5,10,0,0,129.9,04/04/2026,24/02/2024,0.2843615241193125,0,baixo
MOV-1237,Fernanda Barbosa,40,Basic Fit,4,3,12,0,0,79.9,02/04/2026,15/12/2025,0.7624898965228387,1,alto
MOV-1238,Helena Rocha,38,Platinum,1,2,1,0,0,129.9,13/04/2026,15/03/2026,0.35846386694486254,0,baixo
MOV-1239,Carlos Mendes,28,Basic Fit,12,1,1,0,0,79.9,13/04/2026,19/04/2025,0.5092061367670512,1,medio
MOV-1240,Mariana Souza,34,Black VIP,13,3,0,0,0,189.9,14/04/2026,20/03/2025,0.22587233397174183,0,baixo
MOV-1241,Camila Oliveira,34,Black VIP,9,1,2,0,0,189.9,12/04/2026,18/07/2025,0.3728858382695298,0,baixo
MOV-1242,André Ribeiro,38,Basic Fit,13,4,8,0,0,79.9,06/04/2026,20/03/2025,0.457345582566467,0,medio
MOV-1243,Daniela Silva,30,Platinum,8,4,9,0,0,129.9,05/04/2026,17/08/2025,0.42375227453373604,0,medio
MOV-1244,Ricardo Barbosa,41,Basic Fit,14,6,0,0,0,79.9,14/04/2026,18/02/2025,0.3462268638676256,0,baixo
MOV-1245,Pedro Oliveira,46,Platinum,1,5,1,0,0,129.9,13/04/2026,15/03/2026,0.19681853369025765,0,baixo
MOV-1246,Igor Oliveira,28,Platinum,5,3,1,0,0,129.9,13/04/2026,15/11/2025,0.3102772851862534,0,baixo
MOV-1247,Mateus Ferreira,32,Basic Fit,2,1,8,0,0,79.9,06/04/2026,13/02/2026,0.6547983972756836,1,medio
MOV-1248,Carlos Pereira,22,Platinum,1,3,3,0,0,129.9,11/04/2026,15/03/2026,0.33729607519772464,0,baixo
MOV-1249,Bruno Dias,35,Platinum,3,0,2,1,35,129.9,12/04/2026,14/01/2026,0.7973327085458438,1,alto
MOV-1250,Natália Costa,35,Black VIP,2,2,15,0,0,189.9,30/03/2026,13/02/2026,0.8277376995285968,1,alto
MOV-1251,Yasmin Souza,32,Platinum,43,4,12,1,1,129.9,02/04/2026,02/10/2022,0.7876762205677966,1,alto
MOV-1252,Bruno Pereira,33,Basic Fit,4,4,2,0,0,79.9,12/04/2026,15/12/2025,0.2371093938052916,0,baixo
MOV-1253,Thiago Lima,51,Basic Fit,3,4,0,0,0,79.9,14/04/2026,14/01/2026,0.19808215916087626,0,baixo
MOV-1254,Camila Alencar,16,Basic Fit,21,4,0,0,0,79.9,14/04/2026,23/07/2024,0.37909166089846213,0,baixo
MOV-1255,Mariana Carvalho,27,Basic Fit,6,1,0,0,0,79.9,14/04/2026,16/10/2025,0.5035408039088701,1,medio
MOV-1256,William Alencar,28,Platinum,6,3,5,0,0,129.9,09/04/2026,16/10/2025,0.297538108109664,0,baixo
MOV-1257,Fernanda Barbosa,46,Platinum,7,1,4,0,0,129.9,10/04/2026,16/09/2025,0.429996692447948,0,medio
MOV-1258,Pedro Santos,36,Basic Fit,6,2,4,0,0,79.9,10/04/2026,16/10/2025,0.3260635536152954,0,baixo
MOV-1259,Natália Alencar,36,Platinum,4,3,0,0,0,129.9,14/04/2026,15/12/2025,0.28494892634325836,0,baixo
MOV-1260,Natália Ribeiro,44,Platinum,4,4,7,0,0,129.9,07/04/2026,15/12/2025,0.41821261568279866,0,medio
MOV-1261,Fernanda Santos,30,Basic Fit,25,3,3,1,13,79.9,11/04/2026,25/03/2024,0.3514293387173105,0,baixo
MOV-1262,Vanessa Rocha,38,Black VIP,2,4,0,0,0,189.9,14/04/2026,13/02/2026,0.2718133054682748,0,baixo
MOV-1263,Camila Ribeiro,26,Black VIP,2,3,6,0,0,189.9,08/04/2026,13/02/2026,0.3077988353393855,0,baixo
MOV-1264,Igor Carvalho,21,Platinum,10,7,19,0,0,129.9,26/03/2026,18/06/2025,0.8016522349781081,1,alto
MOV-1265,João Santos,49,Basic Fit,5,0,2,0,0,79.9,12/04/2026,15/11/2025,0.3083984810526652,0,baixo
MOV-1266,Ana Oliveira,35,Platinum,6,3,0,0,0,129.9,14/04/2026,16/10/2025,0.3220535910141763,0,baixo
MOV-1267,Bruno Barbosa,38,Platinum,19,2,0,1,41,129.9,14/04/2026,21/09/2024,0.5159778851327155,1,medio
MOV-1268,Rafaela Dias,21,Basic Fit,28,1,0,0,0,79.9,14/04/2026,26/12/2023,0.29757744134746317,0,baixo
MOV-1269,Yasmin Alencar,37,Basic Fit,18,4,7,0,0,79.9,07/04/2026,21/10/2024,0.4424413607695742,0,medio
MOV-1270,Felipe Oliveira,49,Basic Fit,3,3,5,0,0,79.9,09/04/2026,14/01/2026,0.21339080907605798,0,baixo
MOV-1271,Felipe Silva,29,Black VIP,46,7,4,0,0,189.9,10/04/2026,04/07/2022,0.17287551998100822,0,baixo
MOV-1272,Daniela Ribeiro,19,Platinum,5,5,7,0,0,129.9,07/04/2026,15/11/2025,0.370526322680913,0,baixo
MOV-1273,Carlos Ribeiro,33,Platinum,2,1,36,0,0,129.9,09/03/2026,13/02/2026,0.95,1,alto
MOV-1274,Vanessa Ribeiro,21,Platinum,8,3,2,0,0,129.9,12/04/2026,17/08/2025,0.32631136500788366,0,baixo
MOV-1275,André Dias,16,Black VIP,15,4,6,0,0,189.9,08/04/2026,19/01/2025,0.3919004896358199,0,baixo
MOV-1276,Bruno Santos,24,Platinum,1,4,2,0,0,129.9,12/04/2026,15/03/2026,0.41430693364460636,0,medio
MOV-1277,Igor Souza,27,Platinum,12,5,2,0,0,129.9,12/04/2026,19/04/2025,0.26877585036080814,0,baixo
MOV-1278,Felipe Nascimento,22,Basic Fit,23,3,9,0,0,79.9,05/04/2026,24/05/2024,0.49867945441132816,0,medio
MOV-1279,João Oliveira,45,Basic Fit,3,4,4,0,0,79.9,10/04/2026,14/01/2026,0.30192407850709985,0,baixo
MOV-1280,Helena Oliveira,50,Black VIP,14,1,0,0,0,189.9,14/04/2026,18/02/2025,0.35131825220391605,0,baixo
MOV-1281,Daniela Carvalho,38,Platinum,6,0,2,1,15,129.9,12/04/2026,16/10/2025,0.6674420475987306,1,medio
MOV-1282,Daniela Nascimento,35,Black VIP,6,3,7,0,0,189.9,07/04/2026,16/10/2025,0.34404048457265635,0,baixo
MOV-1283,Bianca Almeida,30,Platinum,3,0,14,0,0,129.9,31/03/2026,14/01/2026,0.9172764267444262,1,alto
MOV-1284,Bianca Nascimento,23,Platinum,11,4,4,0,0,129.9,10/04/2026,19/05/2025,0.3116349257393659,0,baixo
MOV-1285,Rafaela Dias,48,Platinum,5,2,2,0,0,129.9,12/04/2026,15/11/2025,0.1904034217002024,0,baixo
MOV-1286,Yasmin Souza,31,Basic Fit,21,4,1,0,0,79.9,13/04/2026,23/07/2024,0.1544843278415115,0,baixo
MOV-1287,André Pereira,27,Basic Fit,39,5,2,0,0,79.9,12/04/2026,30/01/2023,0.2657995101599254,0,baixo
MOV-1288,Natália Oliveira,42,Basic Fit,32,5,4,0,0,79.9,10/04/2026,28/08/2023,0.25659211493402456,0,baixo
MOV-1289,Bianca Gomes,31,Basic Fit,2,3,0,0,0,79.9,14/04/2026,13/02/2026,0.300064480722342,0,baixo
MOV-1290,Diego Lima,41,Basic Fit,1,5,1,0,0,79.9,13/04/2026,15/03/2026,0.3355345421760754,0,baixo
MOV-1291,Diego Oliveira,27,Basic Fit,6,4,5,1,25,79.9,09/04/2026,16/10/2025,0.4882844775417723,0,medio
MOV-1292,Juliana Oliveira,42,Platinum,15,3,5,0,0,129.9,09/04/2026,19/01/2025,0.30257255337593164,0,baixo
MOV-1293,Natália Pereira,41,Platinum,45,1,5,0,0,129.9,09/04/2026,03/08/2022,0.3127599420620128,0,baixo
MOV-1294,Yasmin Carvalho,45,Basic Fit,18,0,14,0,0,79.9,31/03/2026,21/10/2024,0.95,1,alto
MOV-1295,Igor Gomes,24,Black VIP,10,4,4,1,3,189.9,10/04/2026,18/06/2025,0.35709460308351715,0,baixo
MOV-1296,Igor Santos,31,Basic Fit,1,5,1,0,0,79.9,13/04/2026,15/03/2026,0.40051345973783187,0,medio
MOV-1297,João Ferreira,51,Basic Fit,20,7,8,0,0,79.9,06/04/2026,22/08/2024,0.3329554840776671,0,baixo
MOV-1298,Bianca Ribeiro,29,Basic Fit,2,4,2,1,1,79.9,12/04/2026,13/02/2026,0.4831524939563239,0,medio
MOV-1299,Diego Rocha,40,Black VIP,1,5,1,0,0,189.9,13/04/2026,15/03/2026,0.29438053052515106,0,baixo
MOV-1300,Vanessa Mendes,54,Platinum,22,2,4,0,0,129.9,10/04/2026,23/06/2024,0.2355500105380847,0,baixo
MOV-1301,Bianca Silva,16,Basic Fit,10,0,1,1,7,79.9,13/04/2026,18/06/2025,0.7496272536453674,1,alto
MOV-1302,Daniela Costa,29,Basic Fit,1,7,2,0,0,79.9,12/04/2026,15/03/2026,0.2488385114851147,0,baixo
MOV-1303,Gabriel Martins,32,Platinum,5,3,5,0,0,129.9,09/04/2026,15/11/2025,0.29437126541881364,0,baixo
MOV-1304,William Lima,16,Basic Fit,1,5,27,1,7,79.9,18/03/2026,15/03/2026,0.95,1,alto
MOV-1305,Gabriel Dias,27,Basic Fit,12,4,5,0,0,79.9,09/04/2026,19/04/2025,0.23857392581566725,0,baixo
MOV-1306,André Dias,22,Black VIP,3,1,1,0,0,189.9,13/04/2026,14/01/2026,0.40236337238845526,0,medio
MOV-1307,Daniela Souza,40,Basic Fit,24,2,0,0,0,79.9,14/04/2026,24/04/2024,0.40427321550788237,0,medio
MOV-1308,Gabriel Barbosa,16,Platinum,5,4,2,0,0,129.9,12/04/2026,15/11/2025,0.3266343135197376,0,baixo
MOV-1309,Eduardo Dias,50,Platinum,8,3,0,0,0,129.9,14/04/2026,17/08/2025,0.118036027382345,0,baixo
MOV-1310,Natália Santos,38,Platinum,1,3,3,0,0,129.9,11/04/2026,15/03/2026,0.37285113822624133,0,baixo
MOV-1311,Gabriel Ribeiro,21,Basic Fit,3,3,5,0,0,79.9,09/04/2026,14/01/2026,0.2501095363921678,0,baixo
MOV-1312,Gabriel Lima,42,Basic Fit,13,0,3,0,0,79.9,11/04/2026,20/03/2025,0.5110379637737221,1,medio
MOV-1313,André Lima,37,Platinum,15,2,10,0,0,129.9,04/04/2026,19/01/2025,0.4970572441973572,0,medio
MOV-1314,Natália Oliveira,31,Basic Fit,3,4,3,0,0,79.9,11/04/2026,14/01/2026,0.20778243254036544,0,baixo
MOV-1315,Natália Souza,24,Basic Fit,8,2,3,0,0,79.9,11/04/2026,17/08/2025,0.34507794882381304,0,baixo
